code,raison_sociale,type_personne,statut,forme_juridique,pays,ville,assujetti_tva,domicilie_sms,capital_social,valeur_nominale,nombre_part,created_at
CL178989995233715,Map EXNEX NBSP AUTO-20250814-071724,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.672714+00:00
CL178989995233716,Map EX AUTO-20250814-071724,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.680713+00:00
CL178989995233717,Bool Num AUTO-20250814-071724,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 21:56:03.688721+00:00
CL178989995233718,AUTO-20250814-071724-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 21:56:03.696998+00:00
CL178989995233719,PP Long AUTO-20250814-071727,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 21:56:03.704193+00:00
CL178989995233720,PM Long AUTO-20250814-071727,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.711203+00:00
CL178989995233721,AS Long AUTO-20250814-071727,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.718096+00:00
CL178989995233722,Map NC AUTO-20250814-071727,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.726095+00:00
CL178989995233723,Map EXNEX NBSP AUTO-20250814-071727,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.734292+00:00
CL178989995233724,Map EX AUTO-20250814-071727,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.740984+00:00
CL178989995233725,Bool Num AUTO-20250814-071727,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 21:56:03.748489+00:00
CL178989995233726,AUTO-20250814-071727-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 21:56:03.756494+00:00
CL178989995233727,PP Long AUTO-20250814-071951,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 21:56:03.767057+00:00
CL178989995233728,PM Long AUTO-20250814-071951,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.775056+00:00
CL178989995233729,AS Long AUTO-20250814-071951,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.782159+00:00
CL178989995233730,Map NC AUTO-20250814-071951,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.789398+00:00
CL178989995233731,Map EXNEX NBSP AUTO-20250814-071951,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.800003+00:00
CL178989995233732,Map EX AUTO-20250814-071951,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.808432+00:00
CL178989995233733,Bool Num AUTO-20250814-071951,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 21:56:03.816199+00:00
CL178989995233734,AUTO-20250814-071951-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 21:56:03.824199+00:00
CL178989995233735,PP Long AUTO-20250814-072636,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 21:56:03.832080+00:00
CL178989995233736,PM Long AUTO-20250814-072636,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.840980+00:00
CL178989995233737,AS Long AUTO-20250814-072636,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.849501+00:00
CL178989995233738,Map NC AUTO-20250814-072636,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.859241+00:00
CL178989995233739,Map EXNEX NBSP AUTO-20250814-072636,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.867242+00:00
CL178989995233740,Map EX AUTO-20250814-072636,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.875253+00:00
CL178989995233741,Bool Num AUTO-20250814-072636,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 21:56:03.884261+00:00
CL178989995233742,AUTO-20250814-072636-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 21:56:03.892336+00:00
CL178989995233743,PP Long AUTO-20250814-072858,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 21:56:03.900334+00:00
CL178989995233744,PM Long AUTO-20250814-072858,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.907334+00:00
CL178989995233745,AS Long AUTO-20250814-072858,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.916333+00:00
CL178989995233746,Map NC AUTO-20250814-072858,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.923348+00:00
CL178989995233747,Map EXNEX NBSP AUTO-20250814-072858,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.931492+00:00
CL178989995233748,Map EX AUTO-20250814-072858,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.938334+00:00
CL178989995233749,Bool Num AUTO-20250814-072858,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 21:56:03.948101+00:00
CL178989995233750,AUTO-20250814-072858-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 21:56:03.955856+00:00
CL178989995233751,PP Long AUTO-20250814-073827,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 21:56:03.962570+00:00
CL178989995233752,PM Long AUTO-20250814-073827,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.970225+00:00
CL178989995233753,AS Long AUTO-20250814-073827,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.977825+00:00
CL178989995233754,Map NC AUTO-20250814-073827,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.985827+00:00
CL178989995233755,Map EXNEX NBSP AUTO-20250814-073827,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:03.993476+00:00
CL178989995233756,Map EX AUTO-20250814-073827,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.000681+00:00
CL178989995233757,Bool Num AUTO-20250814-073827,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 21:56:04.008392+00:00
CL178989995233758,AUTO-20250814-073827-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 21:56:04.016903+00:00
CL178989995233759,CL-12335,PM,NOUVELLE CREATION,,TN,,0,0,0.000,0.000,0,2025-08-14 21:56:04.026052+00:00
CL178989995233760,CL-12385,PM,NOUVELLE CREATION,,TN,,0,0,0.000,0.000,0,2025-08-14 21:56:04.034057+00:00
CL178989995233761,PP Long AUTO-20250814-161517,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 21:56:04.042153+00:00
CL178989995233762,PM Long AUTO-20250814-161517,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.049663+00:00
CL178989995233763,AS Long AUTO-20250814-161517,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.058745+00:00
CL178989995233764,Map NC AUTO-20250814-161517,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.065880+00:00
CL178989995233765,Map EXNEX NBSP AUTO-20250814-161517,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.075876+00:00
CL178989995233766,Map EX AUTO-20250814-161517,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.084880+00:00
CL178989995233767,Bool Num AUTO-20250814-161517,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 21:56:04.093879+00:00
CL178989995233768,AUTO-20250814-161517-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 21:56:04.101101+00:00
CL178989995233769,PP Long AUTO-20250814-162059,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 21:56:04.109101+00:00
CL178989995233770,PM Long AUTO-20250814-162059,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.116103+00:00
CL178989995233771,AS Long AUTO-20250814-162059,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.124101+00:00
CL178989995233772,Map NC AUTO-20250814-162059,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.132103+00:00
CL178989995233773,Map EXNEX NBSP AUTO-20250814-162059,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.139108+00:00
CL178989995233774,Map EX AUTO-20250814-162059,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.147119+00:00
CL178989995233775,Bool Num AUTO-20250814-162059,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 21:56:04.154979+00:00
CL178989995233776,AUTO-20250814-162059-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 21:56:04.162698+00:00
CL178989995233777,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 21:56:04.170807+00:00
CL178989995233778,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.178510+00:00
CL178989995233779,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.185627+00:00
CL178989995233780,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.192627+00:00
CL178989995233781,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.200511+00:00
CL178989995233782,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.208652+00:00
CL178989995233783,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 21:56:04.217657+00:00
CL178989995233784,PP Long AUTO-20250814-162448,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 21:56:04.225658+00:00
CL178989995233785,PM Long AUTO-20250814-162448,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.233660+00:00
CL178989995233786,AS Long AUTO-20250814-162448,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.242660+00:00
CL178989995233787,Map NC AUTO-20250814-162448,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.251086+00:00
CL178989995233788,Map EXNEX NBSP AUTO-20250814-162448,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.258707+00:00
CL178989995233789,Map EX AUTO-20250814-162448,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.266273+00:00
CL178989995233790,Bool Num AUTO-20250814-162448,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 21:56:04.274250+00:00
CL178989995233791,AUTO-20250814-162448-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 21:56:04.282254+00:00
CL178989995233792,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 21:56:04.292253+00:00
CL178989995233793,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.300340+00:00
CL178989995233794,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.310021+00:00
CL178989995233795,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.319021+00:00
CL178989995233796,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.326123+00:00
CL178989995233797,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.336127+00:00
CL178989995233798,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 21:56:04.346128+00:00
CL178989995233799,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 21:56:04.356456+00:00
CL178989995233800,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 21:56:04.365523+00:00
CL178989995233801,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 21:56:04.374525+00:00
CL178989995233802,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 21:56:04.382655+00:00
CL178989995233803,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 21:56:04.393662+00:00
CL178989995233804,PP Long TSEED_1755182933_9802,PP,NOUVELLE CREATION,PP,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.403170+00:00
CL178989995233805,PM Long TSEED_1755182933_9802,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.412848+00:00
CL178989995233806,AS Long TSEED_1755182933_9802,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.421990+00:00
CL178989995233807,Map NC TSEED_1755182933_9802,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.430986+00:00
CL178989995233808,Map EXNEX TSEED_1755182933_9802,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.439997+00:00
CL178989995233809,Map EX TSEED_1755182933_9802,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.448506+00:00
CL178989995233810,AUTO TSEED_1755182933_9802,PM,EXERCANTE,SUARL,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 21:56:04.458235+00:00
CL178989995233811,CSVSEED_1755182934_8359 A,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 21:56:04.467235+00:00
CL178989995233812,CSVSEED_1755182934_8359 B,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 21:56:04.476238+00:00
CL178989995233813,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 21:56:04.485241+00:00
CL178989995233814,PP Long TSEED_1755183704_7254,PP,NOUVELLE CREATION,PP,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.494297+00:00
CL178989995233815,PM Long TSEED_1755183704_7254,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.504351+00:00
CL178989995233816,AS Long TSEED_1755183704_7254,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.514357+00:00
CL178989995233817,Map NC TSEED_1755183704_7254,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.524357+00:00
CL178989995233818,Map EXNEX TSEED_1755183704_7254,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.533368+00:00
CL178989995233819,Map EX TSEED_1755183704_7254,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:56:04.542367+00:00
CL178989995233820,AUTO TSEED_1755183704_7254,PM,EXERCANTE,SUARL,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 21:56:04.552657+00:00
CL178989995233821,CSVSEED_1755183704_6993 A,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 21:56:04.561657+00:00
CL178989995233822,CSVSEED_1755183704_6993 B,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 21:56:04.571657+00:00
CL178989995233823,CSVSEED_1755183704_6993 A,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 21:56:04.580660+00:00
CL178989995233824,CSVSEED_1755183704_6993 B,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 21:56:04.590664+00:00
CL178989995233825,CSVSEED_1755183704_6993 A,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 21:56:04.599887+00:00
CL178989995233826,CSVSEED_1755183704_6993 B,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 21:56:04.609423+00:00
CL178989995233827,CSVSEED_1755183704_6993 A,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 21:56:04.618428+00:00
CL178989995233828,CSVSEED_1755183704_6993 B,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 21:56:04.627933+00:00
CL178989995233829,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 21:56:04.638952+00:00
CL178989995233830,Bad,PM,EXERCANTE,SUARL,TN,,0,0,0.000,0.000,0,2025-08-14 21:56:11.321619+00:00
CL178989995233831,BAD,PM,EXERCANTE,SUARL,TN,,0,0,0.000,0.000,0,2025-08-14 21:56:11.331951+00:00
CL178989995233832,Bad,PM,EXERCANTE,SUARL,TN,,0,0,0.000,0.000,0,2025-08-14 21:56:15.052347+00:00
CL178989995233833,BAD,PM,EXERCANTE,SUARL,TN,,0,0,0.000,0.000,0,2025-08-14 21:56:15.063635+00:00
CL178989995233834,Bad,PM,EXERCANTE,SUARL,TN,,0,0,0.000,0.000,0,2025-08-14 21:56:24.896443+00:00
CL178989995233835,BAD,PM,EXERCANTE,SUARL,TN,,0,0,0.000,0.000,0,2025-08-14 21:56:24.914683+00:00
CL178989995233836,Bad,PM,EXERCANTE,SUARL,TN,,0,0,0.000,0.000,0,2025-08-14 21:56:39.873627+00:00
CL178989995233837,BAD,PM,EXERCANTE,SUARL,TN,,0,0,0.000,0.000,0,2025-08-14 21:56:39.882628+00:00
CL178989995233838,Bad,PM,EXERCANTE,SUARL,TN,dsadsa,0,0,0.000,0.000,0,2025-08-14 21:56:56.603072+00:00
CL178989995233839,BAD,PM,EXERCANTE,SUARL,TN,,0,0,0.000,0.000,0,2025-08-14 21:56:56.615879+00:00
CL178989995233840,PP Long TSEED_1755208702_5329,PP,NOUVELLE CREATION,PP,TN,,1,0,0.000,0.000,0,2025-08-14 21:58:22.606657+00:00
CL178989995233841,PM Long TSEED_1755208702_5329,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:58:22.623180+00:00
CL178989995233842,AS Long TSEED_1755208702_5329,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 21:58:22.640846+00:00
CL178989995233843,Map NC TSEED_1755208702_5329,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:58:22.655372+00:00
CL178989995233844,Map EXNEX TSEED_1755208702_5329,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:58:22.670175+00:00
CL178989995233845,Map EX TSEED_1755208702_5329,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 21:58:22.685410+00:00
CL178989995233846,Bool Num TSEED_1755208702_5329,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 21:58:22.708224+00:00
CL178989995233847,AUTO TSEED_1755208702_5329,PM,EXERCANTE,SUARL,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 21:58:22.723666+00:00
CL178989995233848,CSVSEED_1755208702_7559 A,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 21:58:22.822493+00:00
CL178989995233849,CSVSEED_1755208702_7559 B,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 21:58:22.835951+00:00
CL178989995233850,CSVSEED_1755208702_7559 A,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 21:58:22.860071+00:00
CL178989995233851,CSVSEED_1755208702_7559 B,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 21:58:22.870069+00:00
CL178989995233852,Bad,PM,EXERCANTE,SUARL,TN,,0,0,0.000,0.000,0,2025-08-14 22:31:21.822270+00:00
CL178989995233853,BAD,PM,EXERCANTE,SUARL,TN,,0,0,0.000,0.000,0,2025-08-14 22:31:21.832987+00:00
CL178989995233854,Bad,PM,EXERCANTE,SUARL,TN,,0,0,0.000,0.000,0,2025-08-14 22:31:25.017290+00:00
CL178989995233855,BAD,PM,EXERCANTE,SUARL,TN,,0,0,0.000,0.000,0,2025-08-14 22:31:25.030013+00:00
CL178989995233856,CL-12385,PM,NOUVELLE CREATION,,TN,,0,0,0.000,0.000,0,2025-08-14 22:31:30.181404+00:00
CL178989995233857,Beta Group,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:31:40.282610+00:00
CL178989995233858,LED DISPLAY SOLUTIONS,PM,NOUVELLE CREATION,SARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.292616+00:00
CL178989995233859,AJIEL EDITION ET DISTRIBUTION,PM,NOUVELLE CREATION,SARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.302641+00:00
CL178989995233860,fdsf,AS,EXERCANTE,SUARL,TN,,1,0,0.000,50.000,0,2025-08-14 22:31:40.311260+00:00
CL178989995233861,Client Demo,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.321375+00:00
CL178989995233862,4568,PM,EXERCANTE,SA,TN,Sfax,0,1,60.100,600.000,5,2025-08-14 22:31:40.330372+00:00
CL178989995233863,dsadsaderr,PP,EXERCANTE,PP,TN,Ariana,1,0,0.000,0.000,0,2025-08-14 22:31:40.339376+00:00
CL178989995233864,Client Demo 2,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.347880+00:00
CL178989995233865,Client Demo 2,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.356534+00:00
CL178989995233866,6547,PM,EXERCANTE,SUARL,TN,dsa,1,0,0.000,0.000,55,2025-08-14 22:31:40.366534+00:00
CL178989995233867,Client Demo 3,PM,NOUVELLE CREATION,SARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.376534+00:00
CL178989995233868,csacsacsac,PM,NOUVELLE CREATION,SUARL,TN,csac,1,0,0.000,0.000,0,2025-08-14 22:31:40.385363+00:00
CL178989995233869,cascsa,PP,NOUVELLE CREATION,SUARL,SR,csacs,1,0,231321312.000,0.000,0,2025-08-14 22:31:40.395414+00:00
CL178989995233870,Client Assoc,AS,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.404176+00:00
CL178989995233871,Client UI Test,AS,NOUVELLE CREATION,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.411174+00:00
CL178989995233872,Client Codes Test,PM,EXERCANTE,ASSOCIATION,TN,,1,1,0.000,0.000,0,2025-08-14 22:31:40.422174+00:00
CL178989995233873,Client UI Test,AS,NOUVELLE CREATION,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.431173+00:00
CL178989995233874,Client Demo,PM,NOUVELLE CREATION,SUARL,FR,Paris,0,1,0.000,0.000,0,2025-08-14 22:31:40.440180+00:00
CL178989995233875,Bad,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.448685+00:00
CL178989995233876,TEST PP,PP,NOUVELLE CREATION,PP,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.456695+00:00
CL178989995233877,TEST PM,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.464403+00:00
CL178989995233878,TEST AS,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.471707+00:00
CL178989995233879,TEST NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.478864+00:00
CL178989995233880,TEST EXNEX,PM,EXERCANTE,SARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.485869+00:00
CL178989995233881,TEST EX,PM,EXERCANTE,SA,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.493385+00:00
CL178989995233882,TEST BOOLS,PM,NOUVELLE CREATION,SUARL,FR,,0,1,1000.500,10.000,100,2025-08-14 22:31:40.501422+00:00
CL178989995233883,AUTO CODE,PM,EXERCANTE,SUARL,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:31:40.508406+00:00
CL178989995233884,BAD,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.515792+00:00
CL178989995233885,gfd,PP,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.522793+00:00
CL178989995233886,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.530792+00:00
CL178989995233887,Map NE,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.538905+00:00
CL178989995233888,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.545904+00:00
CL178989995233889,Map NE,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.552952+00:00
CL178989995233890,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.560032+00:00
CL178989995233891,Map NE,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:31:40.567050+00:00
